id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,tier,b2b
kinder,킨더,Kinder,킨더조이,IT,식음료,과자·제과,product,ferrero,major,0
kitkat,킷캣,Kit Kat,KitKat,CH,식음료,과자·제과,product,nestle,mega,0
lays,레이즈,Lay's,,US,식음료,과자·제과,product,pepsico,mega,0
lindt,린트,Lindt & Sprüngli,Lindt,CH,식음료,과자·제과,both,,major,0
lotte-wellfood,롯데웰푸드,Lotte Wellfood,롯데제과,KR,식음료,과자·제과,corporate,lotte-group,major,0
mars,마스,"Mars, Incorporated",Mars Inc,US,식음료,과자·제과,corporate,,mega,0
meiji,메이지,Meiji,,JP,식음료,과자·제과,both,,major,0
mms,엠앤엠즈,M&M's,엠엔엠|M&M,US,식음료,과자·제과,product,mars,mega,0
mondelez,몬델리즈,Mondelez International,,US,식음료,과자·제과,corporate,,mega,0
oreo,오레오,Oreo,,US,식음료,과자·제과,product,mondelez,mega,0
orion,오리온,Orion,,KR,식음료,과자·제과,both,,major,0
pepero,빼빼로,Pepero,,KR,식음료,과자·제과,product,lotte-wellfood,major,0
pepsico,펩시코,PepsiCo,,US,식음료,과자·제과,corporate,,mega,0
pocky,포키,Pocky,,JP,식음료,과자·제과,product,glico,major,0
pringles,프링글스,Pringles,,US,식음료,과자·제과,product,mars,mega,0
saeukkang,새우깡,Saeukkang,Shrimp Cracker,KR,식음료,과자·제과,product,nongshim,major,0
snickers,스니커즈,Snickers,,US,식음료,과자·제과,product,mars,mega,0
spc-samlip,SPC삼립,SPC Samlip,삼립,KR,식음료,과자·제과,both,spc-group,major,0
toblerone,토블론,Toblerone,,CH,식음료,과자·제과,product,mondelez,major,0
bibigo,비비고,Bibigo,,KR,식음료,라면·가공식품,product,cj-cheiljedang,major,0
buldak,불닭볶음면,Buldak,불닭|Buldak Ramen,KR,식음료,라면·가공식품,product,samyang-foods,major,0
cj-cheiljedang,CJ제일제당,CJ CheilJedang,제일제당,KR,식음료,라면·가공식품,corporate,cj-group,major,0
dongwon-fnb,동원F&B,Dongwon F&B,동원,KR,식음료,라면·가공식품,both,,major,0
dongwon-tuna,동원참치,Dongwon Tuna,,KR,식음료,라면·가공식품,product,dongwon-fnb,major,0
general-mills,제너럴밀스,General Mills,,US,식음료,라면·가공식품,corporate,,major,0
hetbahn,햇반,Hetbahn,,KR,식음료,라면·가공식품,product,cj-cheiljedang,major,0
jin-ramen,진라면,Jin Ramen,,KR,식음료,라면·가공식품,product,ottogi,major,0
nestle,네슬레,Nestlé,Nestle,CH,식음료,라면·가공식품,corporate,,mega,0
nissin,닛신,Nissin Foods,컵누들|Cup Noodles,JP,식음료,라면·가공식품,both,,major,0
nongshim,농심,Nongshim,,KR,식음료,라면·가공식품,both,,major,0
ottogi,오뚜기,Ottogi,,KR,식음료,라면·가공식품,both,,major,0
pulmuone,풀무원,Pulmuone,,KR,식음료,라면·가공식품,both,,major,0
quaker,퀘이커,Quaker Oats,퀘이커오츠,US,식음료,라면·가공식품,product,pepsico,major,0
samyang-foods,삼양식품,Samyang Foods,삼양라면,KR,식음료,라면·가공식품,both,,major,0
shin-ramyun,신라면,Shin Ramyun,,KR,식음료,라면·가공식품,product,nongshim,major,0
spam,스팸,Spam,,US,식음료,라면·가공식품,product,hormel,mega,0
banana-milk,바나나맛우유,Banana Flavored Milk,뚱바|단지우유,KR,식음료,유제품,product,binggrae,major,0
binggrae,빙그레,Binggrae,,KR,식음료,유제품,both,,major,0
chobani,초바니,Chobani,,US,식음료,유제품,both,,niche,0
danone,다논,Danone,다농,FR,식음료,유제품,corporate,,mega,0
haagen-dazs,하겐다즈,Häagen-Dazs,Haagen-Dazs,US,식음료,유제품,product,general-mills,major,0
lactalis,락탈리스,Lactalis,,FR,식음료,유제품,corporate,,major,0
maeil-dairies,매일유업,Maeil Dairies,매일우유,KR,식음료,유제품,both,,major,0
namyang-dairy,남양유업,Namyang Dairy,남양,KR,식음료,유제품,both,,major,0
oatly,오틀리,Oatly,,SE,식음료,유제품,both,,niche,0
seoul-milk,서울우유,Seoul Milk,서울우유협동조합,KR,식음료,유제품,both,,major,0
yakult,야쿠르트,Yakult,,JP,식음료,유제품,both,,major,0
celsius,셀시어스,Celsius,,US,식음료,음료·탄산,both,,niche,0
chilsung-cider,칠성사이다,Chilsung Cider,,KR,식음료,음료·탄산,product,lotte-chilsung,major,0
coca-cola,코카콜라,Coca-Cola,코크|The Coca-Cola Company|Coke,US,식음료,음료·탄산,both,,mega,0
dr-pepper,닥터페퍼,Dr Pepper,,US,식음료,음료·탄산,product,keurig-dr-pepper,major,0
evian,에비앙,Evian,,FR,식음료,음료·탄산,product,danone,major,0
fanta,환타,Fanta,,US,식음료,음료·탄산,product,coca-cola,major,0
fiji-water,피지워터,Fiji Water,,US,식음료,음료·탄산,product,,niche,0
gatorade,게토레이,Gatorade,,US,식음료,음료·탄산,product,pepsico,major,0
jeju-samdasoo,제주삼다수,Jeju Samdasoo,삼다수,KR,식음료,음료·탄산,product,,major,0
keurig-dr-pepper,큐리그닥터페퍼,Keurig Dr Pepper,KDP,US,식음료,음료·탄산,corporate,,major,0
liquid-death,리퀴드데스,Liquid Death,,US,식음료,음료·탄산,both,,niche,0
lotte-chilsung,롯데칠성음료,Lotte Chilsung Beverage,롯데칠성,KR,식음료,음료·탄산,corporate,lotte-group,major,0
monster-beverage,몬스터에너지,Monster Energy,몬스터|Monster Beverage,US,식음료,음료·탄산,both,,major,0
olipop,올리팝,Olipop,,US,식음료,음료·탄산,both,,niche,0
pepsi,펩시,Pepsi,펩시콜라,US,식음료,음료·탄산,product,pepsico,mega,0
perrier,페리에,Perrier,,FR,식음료,음료·탄산,product,nestle,major,0
poppi,파피,Poppi,,US,식음료,음료·탄산,product,pepsico,niche,0
red-bull,레드불,Red Bull,,AT,식음료,음료·탄산,both,,mega,0
san-pellegrino,산펠레그리노,S.Pellegrino,San Pellegrino,IT,식음료,음료·탄산,product,nestle,major,0
sprite,스프라이트,Sprite,,US,식음료,음료·탄산,product,coca-cola,mega,0
ajinomoto,아지노모토,Ajinomoto,,JP,식음료,조미료·소스,both,,major,0
chungjungone,청정원,Chungjungone,,KR,식음료,조미료·소스,product,daesang,major,0
daesang,대상,Daesang,,KR,식음료,조미료·소스,both,,major,0
heinz,하인즈,Heinz,,US,식음료,조미료·소스,product,kraft-heinz,mega,0
kewpie,큐피,Kewpie,,JP,식음료,조미료·소스,both,,niche,0
kikkoman,기꼬만,Kikkoman,깃코만,JP,식음료,조미료·소스,both,,major,0
kraft-heinz,크래프트하인즈,Kraft Heinz,,US,식음료,조미료·소스,corporate,,mega,0
lee-kum-kee,이금기,Lee Kum Kee,,HK,식음료,조미료·소스,both,,major,0
maggi,매기,Maggi,,CH,식음료,조미료·소스,product,nestle,major,0
miwon,미원,Miwon,,KR,식음료,조미료·소스,product,daesang,major,0
nutella,누텔라,Nutella,,IT,식음료,조미료·소스,product,ferrero,mega,0
ab-inbev,AB인베브,Anheuser-Busch InBev,AB InBev|앤하이저부시인베브,BE,식음료,주류,corporate,,mega,0
absolut,앱솔루트,Absolut Vodka,Absolut,SE,식음료,주류,product,pernod-ricard,major,0
asahi,아사히,Asahi,아사히맥주|Asahi Group|아사히 슈퍼드라이,JP,식음료,주류,both,,major,0
bacardi,바카디,Bacardi,,BM,식음료,주류,both,,major,0
brown-forman,브라운포맨,Brown-Forman,,US,식음료,주류,corporate,,major,0
budweiser,버드와이저,Budweiser,버드,US,식음료,주류,product,ab-inbev,mega,0
carlsberg,칼스버그,Carlsberg,,DK,식음료,주류,both,,major,0
cass,카스,Cass,,KR,식음료,주류,product,oriental-brewery,major,0
chamisul,참이슬,Chamisul,,KR,식음료,주류,product,hitejinro,major,0
chivas-regal,시바스리갈,Chivas Regal,,GB,식음료,주류,product,pernod-ricard,major,0
chum-churum,처음처럼,Chum Churum,,KR,식음료,주류,product,lotte-chilsung,major,0
corona,코로나,Corona,코로나엑스트라,MX,식음료,주류,product,ab-inbev,mega,0
diageo,디아지오,Diageo,,GB,식음료,주류,corporate,,mega,0
guinness,기네스,Guinness,,IE,식음료,주류,product,diageo,major,0
heineken,하이네켄,Heineken,,NL,식음료,주류,both,,mega,0
hennessy,헤네시,Hennessy,,FR,식음료,주류,product,lvmh,mega,0
hitejinro,하이트진로,HiteJinro,하이트|진로,KR,식음료,주류,both,,major,0
jack-daniels,잭다니엘,Jack Daniel's,잭다니엘스,US,식음료,주류,product,brown-forman,mega,0
jameson,제임슨,Jameson,,IE,식음료,주류,product,pernod-ricard,major,0
jim-beam,짐빔,Jim Beam,,US,식음료,주류,product,suntory,major,0
johnnie-walker,조니워커,Johnnie Walker,,GB,식음료,주류,product,diageo,mega,0
kirin,기린,Kirin Holdings,기린맥주|Kirin,JP,식음료,주류,both,,major,0
kweichow-moutai,마오타이,Kweichow Moutai,구이저우마오타이|모태주,CN,식음료,주류,both,,major,0
macallan,맥캘란,The Macallan,Macallan,GB,식음료,주류,product,,major,0
moet-chandon,모엣샹동,Moët & Chandon,Moet,FR,식음료,주류,product,lvmh,major,0
oriental-brewery,오비맥주,Oriental Brewery,OB맥주|OB,KR,식음료,주류,corporate,ab-inbev,major,0
pernod-ricard,페르노리카,Pernod Ricard,,FR,식음료,주류,corporate,,mega,0
sapporo,삿포로,Sapporo,삿포로맥주,JP,식음료,주류,both,,niche,0
smirnoff,스미노프,Smirnoff,,GB,식음료,주류,product,diageo,major,0
stella-artois,스텔라아르투아,Stella Artois,스텔라,BE,식음료,주류,product,ab-inbev,major,0
suntory,산토리,Suntory Holdings,Suntory,JP,식음료,주류,corporate,,major,0
terra,테라,Terra,,KR,식음료,주류,product,hitejinro,major,0
tsingtao,칭따오,Tsingtao,칭다오맥주,CN,식음료,주류,both,,major,0
yamazaki,야마자키,Yamazaki,,JP,식음료,주류,product,suntory,niche,0
dongsuh-foods,동서식품,Dongsuh Foods,,KR,식음료,커피·차,both,,major,0
nescafe,네스카페,Nescafé,Nescafe,CH,식음료,커피·차,product,nestle,mega,0
nespresso,네스프레소,Nespresso,,CH,식음료,커피·차,product,nestle,major,0
catl,CATL,Contemporary Amperex Technology,닝더스다이|宁德时代,CN,에너지·화학·소재,배터리,both,,mega,1
duracell,듀라셀,Duracell,,US,에너지·화학·소재,배터리,both,,major,0
ecopro,에코프로,EcoPro,,KR,에너지·화학·소재,배터리,corporate,,major,1
ecopro-bm,에코프로비엠,EcoPro BM,,KR,에너지·화학·소재,배터리,both,ecopro,niche,1
lg-energy-solution,LG에너지솔루션,LG Energy Solution,LG엔솔|엘지엔솔|LGES,KR,에너지·화학·소재,배터리,both,lg-chem,major,1
lnf,엘앤에프,L&F,,KR,에너지·화학·소재,배터리,both,,niche,1
posco-future-m,포스코퓨처엠,POSCO Future M,포스코케미칼,KR,에너지·화학·소재,배터리,both,posco-group,niche,1
samsung-sdi,삼성SDI,Samsung SDI,,KR,에너지·화학·소재,배터리,both,samsung-group,major,1
sk-on,SK온,SK On,,KR,에너지·화학·소재,배터리,both,sk-innovation,major,1
adnoc,아드녹,ADNOC,아부다비국영석유공사,AE,에너지·화학·소재,석유·가스,both,,major,1
bp,BP,BP,브리티시페트롤리엄|British Petroleum,GB,에너지·화학·소재,석유·가스,both,,mega,0
chevron,셰브론,Chevron,쉐브론|Texaco,US,에너지·화학·소재,석유·가스,both,,mega,0
exxonmobil,엑슨모빌,ExxonMobil,엑손모빌|Exxon|Mobil|모빌,US,에너지·화학·소재,석유·가스,both,,mega,0
gs-caltex,GS칼텍스,GS Caltex,칼텍스,KR,에너지·화학·소재,석유·가스,both,gs-group,major,0
hd-hyundai-oilbank,HD현대오일뱅크,HD Hyundai Oilbank,현대오일뱅크|오일뱅크,KR,에너지·화학·소재,석유·가스,both,hd-hyundai,major,0
kogas,한국가스공사,Korea Gas Corporation,가스공사|KOGAS,KR,에너지·화학·소재,석유·가스,corporate,,major,1
s-oil,S-OIL,S-OIL,에쓰오일|에스오일|구도일,KR,에너지·화학·소재,석유·가스,both,saudi-aramco,major,0
saudi-aramco,사우디아람코,Saudi Aramco,아람코|Aramco,SA,에너지·화학·소재,석유·가스,both,,mega,1
shell,셸,Shell,쉘|Royal Dutch Shell,GB,에너지·화학·소재,석유·가스,both,,mega,0
sinopec,시노펙,Sinopec,중국석유화공|中国石化,CN,에너지·화학·소재,석유·가스,both,,major,1
sk-energy,SK에너지,SK Energy,SK주유소,KR,에너지·화학·소재,석유·가스,both,sk-innovation,major,0
sk-innovation,SK이노베이션,SK Innovation,SK이노,KR,에너지·화학·소재,석유·가스,corporate,sk-group,major,1
totalenergies,토탈에너지스,TotalEnergies,토탈|Total,FR,에너지·화학·소재,석유·가스,both,,major,0
corning,코닝,Corning,고릴라글래스|Gorilla Glass,US,에너지·화학·소재,소재,both,,major,1
hyosung-tnc,효성티앤씨,Hyosung TNC,크레오라|creora,KR,에너지·화학·소재,소재,both,hyosung-group,niche,1
kolon-industries,코오롱인더스트리,Kolon Industries,코오롱인더,KR,에너지·화학·소재,소재,both,kolon-group,major,1
saint-gobain,생고뱅,Saint-Gobain,,FR,에너지·화학·소재,소재,both,,major,1
shin-etsu,신에츠화학,Shin-Etsu Chemical,신에쓰|신에츠,JP,에너지·화학·소재,소재,both,,major,1
toray,도레이,Toray Industries,,JP,에너지·화학·소재,소재,both,,major,1
edf,EDF,Électricité de France,프랑스전력공사,FR,에너지·화학·소재,전력·신재생,both,,major,0
hanwha-qcells,한화큐셀,Hanwha Qcells,큐셀|Qcells,KR,에너지·화학·소재,전력·신재생,product,hanwha-solutions,major,0
kepco,한국전력,Korea Electric Power Corporation,한전|KEPCO|한국전력공사,KR,에너지·화학·소재,전력·신재생,corporate,,major,0
khnp,한국수력원자력,Korea Hydro & Nuclear Power,한수원|KHNP,KR,에너지·화학·소재,전력·신재생,corporate,kepco,major,1
nextera-energy,넥스트에라에너지,NextEra Energy,넥스테라,US,에너지·화학·소재,전력·신재생,corporate,,major,1
orsted,외르스테드,Ørsted,오스테드|Orsted,DK,에너지·화학·소재,전력·신재생,both,,niche,1
siemens-energy,지멘스에너지,Siemens Energy,,DE,에너지·화학·소재,전력·신재생,both,,major,1
vestas,베스타스,Vestas,,DK,에너지·화학·소재,전력·신재생,both,,niche,1
arcelormittal,아르셀로미탈,ArcelorMittal,,LU,에너지·화학·소재,철강·금속,both,,major,1
baowu,중국바오우강철,China Baowu Steel Group,바오우|바오스틸|宝武,CN,에너지·화학·소재,철강·금속,both,,major,1
bhp,BHP,BHP,BHP빌리턴|BHP Billiton,AU,에너지·화학·소재,철강·금속,both,,major,1
glencore,글렌코어,Glencore,,CH,에너지·화학·소재,철강·금속,both,,major,1
hyundai-steel,현대제철,Hyundai Steel,,KR,에너지·화학·소재,철강·금속,both,hyundai-motor-group,major,1
korea-zinc,고려아연,Korea Zinc,,KR,에너지·화학·소재,철강·금속,both,,major,1
nippon-steel,일본제철,Nippon Steel,신일본제철|닛폰스틸,JP,에너지·화학·소재,철강·금속,both,,major,1
posco,포스코,POSCO,포항제철,KR,에너지·화학·소재,철강·금속,both,posco-group,major,1
rio-tinto,리오틴토,Rio Tinto,,GB,에너지·화학·소재,철강·금속,both,,major,1
air-liquide,에어리퀴드,Air Liquide,,FR,에너지·화학·소재,화학,both,,major,1
basf,바스프,BASF,,DE,에너지·화학·소재,화학,both,,mega,1
dow,다우,Dow,다우케미칼|Dow Chemical,US,에너지·화학·소재,화학,both,,major,1
dupont,듀폰,DuPont,,US,에너지·화학·소재,화학,both,,major,1
hanwha-solutions,한화솔루션,Hanwha Solutions,,KR,에너지·화학·소재,화학,corporate,hanwha-group,major,1
kumho-petrochemical,금호석유화학,Kumho Petrochemical,금호석화,KR,에너지·화학·소재,화학,both,,niche,1
lg-chem,LG화학,LG Chem,,KR,에너지·화학·소재,화학,both,lg-group,major,1
linde,린데,Linde,,GB,에너지·화학·소재,화학,both,,major,1
lotte-chemical,롯데케미칼,Lotte Chemical,,KR,에너지·화학·소재,화학,both,lotte-group,major,1
sabic,사빅,SABIC,사우디기초산업공사,SA,에너지·화학·소재,화학,both,saudi-aramco,major,1
agoda,아고다,Agoda,,SG,여행·항공·호텔,여행플랫폼,both,booking-holdings,major,0
airbnb,에어비앤비,Airbnb,,US,여행·항공·호텔,여행플랫폼,both,,mega,0
booking-com,부킹닷컴,Booking.com,부킹|Booking,NL,여행·항공·호텔,여행플랫폼,both,booking-holdings,mega,0
booking-holdings,부킹홀딩스,Booking Holdings,Priceline Group,US,여행·항공·호텔,여행플랫폼,corporate,,major,0
expedia,익스피디아,Expedia,익스피디아 그룹|Expedia Group,US,여행·항공·호텔,여행플랫폼,both,,mega,0
hanatour,하나투어,Hanatour,,KR,여행·항공·호텔,여행플랫폼,both,,major,0
hotels-com,호텔스닷컴,Hotels.com,,US,여행·항공·호텔,여행플랫폼,both,expedia,major,0
interpark-triple,인터파크트리플,Interpark Triple,인터파크투어|트리플|NOL 인터파크투어,KR,여행·항공·호텔,여행플랫폼,both,yanolja,major,0
kayak,카약,KAYAK,,US,여행·항공·호텔,여행플랫폼,both,booking-holdings,niche,0
kkday,케이케이데이,KKday,KK데이,TW,여행·항공·호텔,여행플랫폼,both,,niche,0
klook,클룩,Klook,,HK,여행·항공·호텔,여행플랫폼,both,,niche,0
modetour,모두투어,Modetour,,KR,여행·항공·호텔,여행플랫폼,both,,major,0
myrealtrip,마이리얼트립,MyRealTrip,마리트,KR,여행·항공·호텔,여행플랫폼,both,,major,0
skyscanner,스카이스캐너,Skyscanner,,GB,여행·항공·호텔,여행플랫폼,both,trip-com,major,0
trip-com,트립닷컴,Trip.com,씨트립|Ctrip|Trip.com Group,CN,여행·항공·호텔,여행플랫폼,both,,major,0
tripadvisor,트립어드바이저,Tripadvisor,,US,여행·항공·호텔,여행플랫폼,both,,major,0
trivago,트리바고,trivago,,DE,여행·항공·호텔,여행플랫폼,both,expedia,major,0
verygoodtour,참좋은여행,Very Good Tour,,KR,여행·항공·호텔,여행플랫폼,both,,niche,0
vrbo,브르보,Vrbo,Vacation Rentals by Owner,US,여행·항공·호텔,여행플랫폼,both,expedia,niche,0
yanolja,야놀자,Yanolja,놀유니버스|NOL|놀,KR,여행·항공·호텔,여행플랫폼,both,,major,0
ybtour,노랑풍선,Yellow Balloon Tour,,KR,여행·항공·호텔,여행플랫폼,both,,niche,0
yeogi-eottae,여기어때,Yeogi Eottae,여기어때컴퍼니|goodchoice,KR,여행·항공·호텔,여행플랫폼,both,,major,0
caribbean-bay,캐리비안 베이,Caribbean Bay,캐리비안베이|캐비,KR,여행·항공·호텔,크루즈·테마파크,product,everland,niche,0
carnival-cruise,카니발 크루즈,Carnival Cruise Line,카니발|Carnival Corporation,US,여행·항공·호텔,크루즈·테마파크,both,,major,0
disney-parks,디즈니랜드,Disneyland,디즈니 파크|Disney Parks|디즈니월드,US,여행·항공·호텔,크루즈·테마파크,product,disney,mega,0
everland,에버랜드,Everland,에버랜드 리조트,KR,여행·항공·호텔,크루즈·테마파크,both,samsung-group,major,0
legoland,레고랜드,Legoland,레고랜드 코리아,GB,여행·항공·호텔,크루즈·테마파크,both,,major,0
lotte-world,롯데월드,Lotte World,롯데월드 어드벤처,KR,여행·항공·호텔,크루즈·테마파크,both,lotte-group,major,0
msc-cruises,MSC 크루즈,MSC Cruises,MSC크루즈,CH,여행·항공·호텔,크루즈·테마파크,both,,major,0
norwegian-cruise-line,노르웨이지안 크루즈 라인,Norwegian Cruise Line,NCL|노르웨이지안,US,여행·항공·호텔,크루즈·테마파크,both,,major,0
princess-cruises,프린세스 크루즈,Princess Cruises,,US,여행·항공·호텔,크루즈·테마파크,product,carnival-cruise,niche,0
royal-caribbean,로열캐리비안,Royal Caribbean,로열 캐리비안 크루즈|Royal Caribbean International,US,여행·항공·호텔,크루즈·테마파크,both,,major,0
seaworld,씨월드,SeaWorld,,US,여행·항공·호텔,크루즈·테마파크,both,,niche,0
seoul-land,서울랜드,Seoul Land,,KR,여행·항공·호텔,크루즈·테마파크,both,,niche,0
six-flags,식스 플래그,Six Flags,식스플래그,US,여행·항공·호텔,크루즈·테마파크,both,,major,0
tokyo-disney-resort,도쿄 디즈니 리조트,Tokyo Disney Resort,도쿄디즈니랜드|도쿄디즈니씨,JP,여행·항공·호텔,크루즈·테마파크,product,,major,0
universal-studios,유니버설 스튜디오,Universal Studios,유니버설 스튜디오 재팬|USJ|Universal Parks & Resorts,US,여행·항공·호텔,크루즈·테마파크,product,nbcuniversal,mega,0
virgin-voyages,버진 보야지스,Virgin Voyages,,GB,여행·항공·호텔,크루즈·테마파크,both,virgin-group,niche,0
air-busan,에어부산,Air Busan,,KR,여행·항공·호텔,항공사,both,korean-air,niche,0
air-france,에어프랑스,Air France,,FR,여행·항공·호텔,항공사,both,,mega,0
air-india,에어인디아,Air India,,IN,여행·항공·호텔,항공사,both,tata-group,major,0
air-premia,에어프레미아,Air Premia,,KR,여행·항공·호텔,항공사,both,,niche,0
air-seoul,에어서울,Air Seoul,,KR,여행·항공·호텔,항공사,both,korean-air,niche,0
airasia,에어아시아,AirAsia,,MY,여행·항공·호텔,항공사,both,,major,0
american-airlines,아메리칸항공,American Airlines,아메리칸에어라인,US,여행·항공·호텔,항공사,both,,mega,0
ana,전일본공수,All Nippon Airways,ANA|全日空,JP,여행·항공·호텔,항공사,both,,major,0
asiana-airlines,아시아나항공,Asiana Airlines,아시아나|Asiana,KR,여행·항공·호텔,항공사,both,korean-air,major,0
british-airways,영국항공,British Airways,브리티시 에어웨이즈|BA,GB,여행·항공·호텔,항공사,both,,mega,0
cathay-pacific,캐세이퍼시픽,Cathay Pacific,캐세이|Cathay,HK,여행·항공·호텔,항공사,both,swire-group,major,0
delta-air-lines,델타항공,Delta Air Lines,델타|Delta,US,여행·항공·호텔,항공사,both,,mega,0
eastar-jet,이스타항공,Eastar Jet,이스타,KR,여행·항공·호텔,항공사,both,,niche,0
easyjet,이지젯,easyJet,,GB,여행·항공·호텔,항공사,both,,major,0
emirates,에미레이트항공,Emirates,에미레이트|Emirates Airline,AE,여행·항공·호텔,항공사,both,,mega,0
etihad-airways,에티하드항공,Etihad Airways,에티하드,AE,여행·항공·호텔,항공사,both,,major,0
eva-air,에바항공,EVA Air,,TW,여행·항공·호텔,항공사,both,,niche,0
finnair,핀에어,Finnair,,FI,여행·항공·호텔,항공사,both,,niche,0
jal,일본항공,Japan Airlines,JAL|日本航空,JP,여행·항공·호텔,항공사,both,,major,0
jeju-air,제주항공,Jeju Air,JEJUair,KR,여행·항공·호텔,항공사,both,aekyung-group,major,0
jin-air,진에어,Jin Air,JIN AIR,KR,여행·항공·호텔,항공사,both,korean-air,major,0
klm,KLM,KLM Royal Dutch Airlines,KLM 네덜란드항공,NL,여행·항공·호텔,항공사,both,,major,0
korean-air,대한항공,Korean Air,KAL|Korean Air Lines,KR,여행·항공·호텔,항공사,both,hanjin-group,major,0
lufthansa,루프트한자,Lufthansa,Deutsche Lufthansa,DE,여행·항공·호텔,항공사,both,,mega,0
peach-aviation,피치항공,Peach Aviation,피치|Peach,JP,여행·항공·호텔,항공사,both,,niche,0
qantas,콴타스항공,Qantas,콴타스,AU,여행·항공·호텔,항공사,both,,major,0
qatar-airways,카타르항공,Qatar Airways,,QA,여행·항공·호텔,항공사,both,,mega,0
ryanair,라이언에어,Ryanair,,IE,여행·항공·호텔,항공사,both,,major,0
singapore-airlines,싱가포르항공,Singapore Airlines,SIA|싱가포르에어라인,SG,여행·항공·호텔,항공사,both,,mega,0
southwest-airlines,사우스웨스트항공,Southwest Airlines,사우스웨스트,US,여행·항공·호텔,항공사,both,,major,0
turkish-airlines,터키항공,Turkish Airlines,튀르키예항공,TR,여행·항공·호텔,항공사,both,,major,0
tway-air,티웨이항공,T'way Air,티웨이|트리니티항공,KR,여행·항공·호텔,항공사,both,sono-group,major,0
united-airlines,유나이티드항공,United Airlines,유나이티드|United,US,여행·항공·호텔,항공사,both,,mega,0
vietjet,비엣젯항공,VietJet Air,비엣젯|VietJet,VN,여행·항공·호텔,항공사,both,,niche,0
vietnam-airlines,베트남항공,Vietnam Airlines,,VN,여행·항공·호텔,항공사,both,,niche,0
virgin-atlantic,버진애틀랜틱,Virgin Atlantic,,GB,여행·항공·호텔,항공사,both,virgin-group,major,0
accor,아코르,Accor,아코르 호텔|Accor Hotels,FR,여행·항공·호텔,호텔·리조트,corporate,,major,0
ace-hotel,에이스 호텔,Ace Hotel,에이스호텔,US,여행·항공·호텔,호텔·리조트,both,,niche,0
aman,아만,Aman,아만 리조트|Aman Resorts,CH,여행·항공·호텔,호텔·리조트,both,,major,0
andaz,안다즈,Andaz,,US,여행·항공·호텔,호텔·리조트,product,hyatt,niche,0
banyan-tree,반얀트리,Banyan Tree,반얀트리 호텔,SG,여행·항공·호텔,호텔·리조트,both,,major,0
citizenm,시티즌엠,citizenM,,NL,여행·항공·호텔,호텔·리조트,product,marriott,niche,0
club-med,클럽메드,Club Med,클럽 메드,FR,여행·항공·호텔,호텔·리조트,both,fosun-group,major,0
conrad,콘래드,Conrad Hotels & Resorts,콘래드 호텔,US,여행·항공·호텔,호텔·리조트,product,hilton,major,0
fairmont,페어몬트,Fairmont Hotels & Resorts,페어몬트 호텔,CA,여행·항공·호텔,호텔·리조트,product,accor,major,0
four-seasons,포시즌스,Four Seasons Hotels and Resorts,포시즌스 호텔|포시즌,CA,여행·항공·호텔,호텔·리조트,both,,mega,0
glad-hotels,글래드호텔,GLAD Hotels,글래드|GLAD,KR,여행·항공·호텔,호텔·리조트,both,dl-group,niche,0
hanwha-resorts,한화리조트,Hanwha Hotels & Resorts,한화호텔앤드리조트|더플라자,KR,여행·항공·호텔,호텔·리조트,both,hanwha-group,major,0
hilton,힐튼,Hilton,힐튼 호텔|Hilton Worldwide,US,여행·항공·호텔,호텔·리조트,both,,mega,0
holiday-inn,홀리데이 인,Holiday Inn,홀리데이인,US,여행·항공·호텔,호텔·리조트,product,ihg,major,0
hoshino-resorts,호시노 리조트,Hoshino Resorts,호시노야|星野リゾート,JP,여행·항공·호텔,호텔·리조트,both,,niche,0
hotel-shilla,신라호텔,The Shilla,호텔신라|더 신라,KR,여행·항공·호텔,호텔·리조트,both,samsung-group,major,0
hyatt,하얏트,Hyatt Hotels,하얏트 호텔|Hyatt,US,여행·항공·호텔,호텔·리조트,both,,mega,0
ibis,이비스,ibis,이비스 호텔,FR,여행·항공·호텔,호텔·리조트,product,accor,major,0
ihg,IHG,IHG Hotels & Resorts,InterContinental Hotels Group|인터컨티넨탈 호텔 그룹,GB,여행·항공·호텔,호텔·리조트,corporate,,major,0
intercontinental,인터컨티넨탈,InterContinental Hotels & Resorts,인터컨티넨탈 호텔,GB,여행·항공·호텔,호텔·리조트,product,ihg,major,0
josun-hotels,조선호텔앤리조트,Josun Hotels & Resorts,조선호텔|웨스틴조선|그랜드조선|조선팰리스,KR,여행·항공·호텔,호텔·리조트,both,shinsegae-group,major,0
jw-marriott,JW 메리어트,JW Marriott,JW메리어트,US,여행·항공·호텔,호텔·리조트,product,marriott,major,0
kensington-hotels,켄싱턴호텔앤리조트,Kensington Hotels & Resorts,켄싱턴호텔|켄싱턴리조트,KR,여행·항공·호텔,호텔·리조트,both,eland-group,niche,0
lotte-hotel,롯데호텔,Lotte Hotels & Resorts,호텔롯데|롯데호텔앤리조트,KR,여행·항공·호텔,호텔·리조트,both,lotte-group,major,0
mandarin-oriental,만다린 오리엔탈,Mandarin Oriental,만다린오리엔탈,HK,여행·항공·호텔,호텔·리조트,both,jardine-matheson,major,0
marina-bay-sands,마리나 베이 샌즈,Marina Bay Sands,마리나베이샌즈,SG,여행·항공·호텔,호텔·리조트,both,,major,0
